Id,MSSubClass,OverallQual,OverallCond,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,KitchenQual,FireplaceQu,GarageFinish,GarageQual,GarageCond,PoolQC,SalePrice,MSZoning_RL,MSZoning_RM,MSZoning_C (all),MSZoning_FV,MSZoning_RH,Alley_nan,Alley_Grvl,Alley_Pave,LotShape_Reg,LotShape_IR1,LotShape_IR2,LotShape_IR3,LandContour_Lvl,LandContour_Bnk,LandContour_Low,LandContour_HLS,LotConfig_Inside,LotConfig_FR2,LotConfig_Corner,LotConfig_CulDSac,LotConfig_FR3,LandSlope_Gtl,LandSlope_Mod,LandSlope_Sev,Neighborhood_CollgCr,Neighborhood_Veenker,Neighborhood_Crawfor,Neighborhood_NoRidge,Neighborhood_Mitchel,Neighborhood_Somerst,Neighborhood_NWAmes,Neighborhood_OldTown,Neighborhood_BrkSide,Neighborhood_Sawyer,Neighborhood_NridgHt,Neighborhood_NAmes,Neighborhood_SawyerW,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Edwards,Neighborhood_Timber,Neighborhood_Gilbert,Neighborhood_StoneBr,Neighborhood_ClearCr,Neighborhood_NPkVill,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_SWISU,Neighborhood_Blueste,Condition1_Norm,Condition1_Feedr,Condition1_PosN,Condition1_Artery,Condition1_RRAe,Condition1_RRNn,Condition1_RRAn,Condition1_PosA,Condition1_RRNe,Condition2_Norm,Condition2_Artery,Condition2_RRNn,Condition2_Feedr,Condition2_PosN,Condition2_PosA,Condition2_RRAn,Condition2_RRAe,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_TwnhsE,BldgType_Twnhs,HouseStyle_2Story,HouseStyle_1Story,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_SFoyer,HouseStyle_SLvl,HouseStyle_2.5Unf,HouseStyle_2.5Fin,RoofStyle_Gable,RoofStyle_Hip,RoofStyle_Gambrel,RoofStyle_Mansard,RoofStyle_Flat,RoofStyle_Shed,Exterior1st_VinylSd,Exterior1st_MetalSd,Exterior1st_Wd Sdng,Exterior1st_HdBoard,Exterior1st_BrkFace,Exterior1st_WdShing,Exterior1st_CemntBd,Exterior1st_Plywood,Exterior1st_AsbShng,Exterior1st_Stucco,Exterior1st_BrkComm,Exterior1st_AsphShn,Exterior1st_Stone,Exterior1st_ImStucc,Exterior1st_CBlock,Exterior2nd_VinylSd,Exterior2nd_MetalSd,Exterior2nd_Wd Shng,Exterior2nd_HdBoard,Exterior2nd_Plywood,Exterior2nd_Wd Sdng,Exterior2nd_CmentBd,Exterior2nd_BrkFace,Exterior2nd_Stucco,Exterior2nd_AsbShng,Exterior2nd_Brk Cmn,Exterior2nd_ImStucc,Exterior2nd_AsphShn,Exterior2nd_Stone,Exterior2nd_Other,Exterior2nd_CBlock,MasVnrType_BrkFace,MasVnrType_nan,MasVnrType_Stone,MasVnrType_BrkCmn,Foundation_PConc,Foundation_CBlock,Foundation_BrkTil,Foundation_Wood,Foundation_Slab,Foundation_Stone,Heating_GasA,Heating_GasW,Heating_Grav,Heating_Wall,Heating_OthW,Heating_Floor,Electrical_SBrkr,Electrical_FuseF,Electrical_FuseA,Electrical_FuseP,Electrical_Mix,Electrical_nan,Functional_Typ,Functional_Min1,Functional_Maj1,Functional_Min2,Functional_Mod,Functional_Maj2,Functional_Sev,GarageType_Attchd,GarageType_Detchd,GarageType_BuiltIn,GarageType_CarPort,GarageType_nan,GarageType_Basment,GarageType_2Types,PavedDrive_Y,PavedDrive_N,PavedDrive_P,Fence_nan,Fence_MnPrv,Fence_GdWo,Fence_GdPrv,Fence_MnWw,SaleType_WD,SaleType_New,SaleType_COD,SaleType_ConLD,SaleType_ConLI,SaleType_CWD,SaleType_ConLw,SaleType_Con,SaleType_Oth,SaleCondition_Normal,SaleCondition_Abnorml,SaleCondition_Partial,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,LotFrontage_percentile,LotArea_percentile,YearBuilt_percentile,YearRemodAdd_percentile,MasVnrArea_percentile,BsmtFinSF1_percentile,BsmtFinSF2_percentile,BsmtUnfSF_percentile,TotalBsmtSF_percentile,1stFlrSF_percentile,2ndFlrSF_percentile,LowQualFinSF_percentile,BsmtFullBath_percentile,BsmtHalfBath_percentile,FullBath_percentile,HalfBath_percentile,BedroomAbvGr_percentile,KitchenAbvGr_percentile,TotRmsAbvGrd_percentile,Fireplaces_percentile,GarageYrBlt_percentile,GarageCars_percentile,GarageArea_percentile,WoodDeckSF_percentile,OpenPorchSF_percentile,EnclosedPorch_percentile,3SsnPorch_percentile,ScreenPorch_percentile,PoolArea_percentile,MiscVal_percentile,MoSold_percentile,YrSold_percentile
276,0.3125,0.7,0.7,0.8,0.8,0.6666666666666666,0.6666666666666666,0.4,0.2857142857142857,0.2857142857142857,0.8,0,1.0,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.2,205000.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.21565362198168192,0.23013698630136986,0.10582191780821917,0.927054794520548,0.296831955922865,0.16027397260273973,0.44315068493150683,0.8253424657534246,0.4575342465753425,0.33801369863013697,0.6623287671232877,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.7147260273972603,0.8089041095890411,0.5592465753424658,0.4777397260273973,0.17328767123287672,0.23664383561643837,0.48005801305293694,0.5907534246575342,0.852054794520548,0.5592465753424658,0.225,0.4291095890410959,0.49212328767123287,0.9417808219178082,0.49794520547945204,0.48253424657534244,0.8753424657534247,0.7647260273972603
277,0.0625,0.7,0.5,0.8,0.6,1.0,0.6666666666666666,0.4,0.2857142857142857,0.2857142857142857,1.0,1,0.8,0.16666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.2,201000.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.982098251457119,0.4671232876712329,0.7958904109589041,0.7246575342465753,0.296831955922865,0.16027397260273973,0.44315068493150683,0.964041095890411,0.8780821917808219,0.8438356164383561,0.2842465753424658,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.7147260273972603,0.313013698630137,0.5592465753424658,0.4777397260273973,0.6554794520547945,0.23664383561643837,0.7799129804205946,0.5907534246575342,0.7236301369863014,0.5900684931506849,0.9246575342465754,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.19657534246575342,0.9404109589041096
278,0.0625,0.4,0.5,0.6,0.6,0.6666666666666666,0.6666666666666666,0.4,0.42857142857142855,0.2857142857142857,1.0,1,0.6,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.2,141000.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.9891756869275604,0.9609589041095891,0.2339041095890411,0.12363013698630138,0.296831955922865,0.36232876712328765,0.44315068493150683,0.7054794520547946,0.34657534246575344,0.2267123287671233,0.2842465753424658,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.22910958904109588,0.313013698630137,0.1613013698630137,0.4777397260273973,0.04589041095890411,0.23664383561643837,0.13886874546773023,0.5907534246575342,0.3308219178082192,0.26095890410958905,0.225,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.4712328767123288,0.9404109589041096
279,0.0625,0.9,0.5,1.0,0.6,1.0,0.6666666666666666,1.0,0.2857142857142857,0.2857142857142857,1.0,1,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.2,415298.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.9492089925062448,0.9013698630136986,0.915068493150685,0.927054794520548,0.8911845730027548,0.16027397260273973,0.44315068493150683,0.9986301369863013,0.9876712328767123,0.9849315068493151,0.2842465753424658,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.7147260273972603,0.8089041095890411,0.5592465753424658,0.4777397260273973,0.8321917808219178,0.6955479452054795,0.9441624365482234,0.934931506849315,0.8876712328767123,0.6472602739726028,0.8301369863013699,0.4291095890410959,0.49212328767123287,0.9393835616438356,0.49794520547945204,0.48253424657534244,0.3147260273972603,0.32808219178082193
280,0.375,0.7,0.5,0.6,0.6,0.8333333333333334,0.6666666666666666,0.4,0.7142857142857143,0.2857142857142857,1.0,1,0.6,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.2,192000.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7810158201498751,0.5780821917808219,0.553082191780822,0.37123287671232874,0.8787878787878788,0.5085616438356164,0.44315068493150683,0.7222602739726027,0.6643835616438356,0.5780821917808219,0.8479452054794521,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.7147260273972603,0.8089041095890411,0.9075342465753424,0.4777397260273973,0.8321917808219178,0.6955479452054795,0.4604786076867295,0.5907534246575342,0.5821917808219178,0.9191780821917809,0.8767123287671232,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.11198630136986301,0.5448630136986301
281,0.375,0.7,0.6,0.8,0.6,0.8333333333333334,0.6666666666666666,0.8,1.0,0.2857142857142857,0.8,1,0.8,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.2,228500.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7739383846794338,0.7232876712328767,0.6219178082191781,0.4506849315068493,0.9073691460055097,0.5287671232876713,0.44315068493150683,0.4136986301369863,0.26643835616438355,0.5955479452054795,0.8089041095890411,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.7147260273972603,0.8089041095890411,0.5592465753424658,0.4777397260273973,0.6554794520547945,0.6955479452054795,0.5630891950688905,0.5907534246575342,0.7263698630136987,0.26095890410958905,0.803082191780822,0.4291095890410959,0.9938356164383562,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.020205479452054795,0.32808219178082193
282,0.0625,0.6,0.5,0.8,0.6,0.8333333333333334,0.6666666666666666,0.4,1.0,0.2857142857142857,0.8,1,0.8,0.16666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.2,185000.0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.3130724396336386,0.21712328767123287,0.915068493150685,0.8678082191780822,0.6325757575757576,0.8424657534246576,0.44315068493150683,0.38595890410958905,0.7318493150684932,0.6633561643835616,0.2842465753424658,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.7147260273972603,0.313013698630137,0.1613013698630137,0.4777397260273973,0.17328767123287672,0.23664383561643837,0.9050036258158085,0.5907534246575342,0.7195205479452055,0.26095890410958905,0.8818493150684932,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.3147260273972603,0.10787671232876712
283,0.75,0.7,0.5,0.8,0.6,0.8333333333333334,0.6666666666666666,0.4,1.0,0.2857142857142857,1.0,1,0.8,0.8333333333333334,0.75,0.6666666666666666,0.6666666666666666,0.2,207500.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.04954204829308909,0.10273972602739725,0.9547945205479452,0.9667808219178082,0.7506887052341598,0.8410958904109589,0.44315068493150683,0.4397260273972603,0.7592465753424658,0.7,0.2842465753424658,0.4914383561643836,0.788013698630137,0.47226027397260273,0.7147260273972603,0.313013698630137,0.1613013698630137,0.4777397260273973,0.40513698630136985,0.6955479452054795,0.9724437998549673,0.5907534246575342,0.8102739726027397,0.763013698630137,0.7212328767123287,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.19657534246575342,0.7647260273972603
284,0.0625,0.8,0.5,0.8,0.6,0.8333333333333334,0.6666666666666666,0.4,0.2857142857142857,0.2857142857142857,1.0,1,0.8,0.8333333333333334,1.0,0.6666666666666666,0.6666666666666666,0.2,244600.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.604496253122398,0.5342465753424658,0.9794520547945206,0.9883561643835617,0.6380853994490359,0.16027397260273973,0.44315068493150683,0.9503424657534246,0.838013698630137,0.7914383561643835,0.2842465753424658,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.7147260273972603,0.313013698630137,0.5592465753424658,0.4777397260273973,0.40513698630136985,0.6955479452054795,0.9724437998549673,0.934931506849315,0.9767123287671233,0.8397260273972603,0.9246575342465754,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.9801369863013699,0.7647260273972603
285,0.75,0.6,0.5,0.8,0.6,0.8333333333333334,0.6666666666666666,0.4,1.0,0.2857142857142857,0.8,1,0.8,0.16666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.2,179200.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.14737718567860117,0.29726027397260274,0.6390410958904109,0.48013698630136986,0.296831955922865,0.5376712328767124,0.44315068493150683,0.886986301369863,0.8890410958904109,0.8523972602739726,0.2842465753424658,0.4914383561643836,0.788013698630137,0.47226027397260273,0.7147260273972603,0.313013698630137,0.1613013698630137,0.4777397260273973,0.17328767123287672,0.23664383561643837,0.5895576504713561,0.5907534246575342,0.6431506849315068,0.26095890410958905,0.225,0.8719178082191781,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.638013698630137,0.32808219178082193
286,0.875,0.7,0.5,0.8,0.6,0.8333333333333334,0.6666666666666666,0.4,0.2857142857142857,0.2857142857142857,1.0,1,0.8,0.16666666666666666,0.75,0.6666666666666666,0.6666666666666666,0.2,164700.0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.05745212323064113,0.07397260273972603,0.915068493150685,0.927054794520548,0.296831955922865,0.16027397260273973,0.44315068493150683,0.6133561643835617,0.09212328767123287,0.03047945205479452,0.6763698630136986,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.7147260273972603,0.8089041095890411,0.1613013698630137,0.4777397260273973,0.17328767123287672,0.23664383561643837,0.9050036258158085,0.5907534246575342,0.6301369863013698,0.26095890410958905,0.6856164383561644,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.4712328767123288,0.32808219178082193
287,0.3125,0.6,0.7,0.6,0.6,0.6666666666666666,0.6666666666666666,0.4,0.5714285714285714,0.2857142857142857,0.6,1,0.8,0.8333333333333334,0.75,0.6666666666666666,0.6666666666666666,0.2,159000.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6677768526228143,0.5482876712328767,0.36027397260273974,0.40856164383561644,0.296831955922865,0.6558219178082192,0.44315068493150683,0.33664383561643835,0.4075342465753425,0.49726027397260275,0.6856164383561644,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.22910958904109588,0.8089041095890411,0.5592465753424658,0.4777397260273973,0.6554794520547945,0.6955479452054795,0.25960841189267586,0.5907534246575342,0.4136986301369863,0.26095890410958905,0.225,0.4291095890410959,0.49212328767123287,0.936986301369863,0.49794520547945204,0.48253424657534244,0.4712328767123288,0.10787671232876712
288,0.0625,0.4,0.4,0.6,0.6,0.6666666666666666,0.6666666666666666,0.4,0.7142857142857143,0.2857142857142857,0.6,1,0.6,0.16666666666666666,0.25,0.16666666666666666,0.16666666666666666,0.2,88000.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.3099315068493151,0.47636986301369866,0.3030821917808219,0.296831955922865,0.665068493150685,0.44315068493150683,0.26438356164383564,0.32773972602739726,0.21232876712328766,0.2842465753424658,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.22910958904109588,0.313013698630137,0.5592465753424658,0.4777397260273973,0.17328767123287672,0.23664383561643837,0.0,0.028082191780821917,0.028082191780821917,0.26095890410958905,0.225,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.4712328767123288,0.10787671232876712
289,0.0625,0.5,0.5,0.6,0.8,0.6666666666666666,0.6666666666666666,0.4,0.7142857142857143,0.2857142857142857,0.6,1,0.6,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.2,122000.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.553082191780822,0.42226027397260274,0.25376712328767126,0.6067493112947658,0.55,0.44315068493150683,0.46472602739726027,0.37397260273972605,0.2756849315068493,0.2842465753424658,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.22910958904109588,0.313013698630137,0.5592465753424658,0.4777397260273973,0.17328767123287672,0.23664383561643837,0.3701957940536621,0.1821917808219178,0.16061643835616438,0.26095890410958905,0.225,0.4291095890410959,0.49212328767123287,0.4606164383561644,0.49794520547945204,0.48253424657534244,0.05787671232876712,0.9404109589041096
290,0.4375,0.6,0.7,0.6,0.6,0.6666666666666666,0.6666666666666666,0.4,0.2857142857142857,0.2857142857142857,1.0,1,0.6,0.16666666666666666,0.5,0.6666666666666666,0.6666666666666666,0.2,153575.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3130724396336386,0.3835616438356164,0.04417808219178082,0.7246575342465753,0.296831955922865,0.16027397260273973,0.44315068493150683,0.6657534246575343,0.1476027397260274,0.06575342465753424,0.7229452054794521,0.4914383561643836,0.2934931506849315,0.47226027397260273,0.22910958904109588,0.313013698630137,0.5592465753424658,0.4777397260273973,0.6554794520547945,0.23664383561643837,0.7799129804205946,0.1821917808219178,0.29863013698630136,0.26095890410958905,0.225,0.4291095890410959,0.49212328767123287,0.9866438356164383,0.49794520547945204,0.48253424657534244,0.638013698630137,0.32808219178082193
